Date,Product,Inventory
2020-12-18,Product A,79
2020-12-18,Product B,31
2020-12-18,Product C,55
2020-12-19,Product A,1
2020-12-19,Product B,78
2020-12-19,Product C,54
2020-12-20,Product A,28
2020-12-20,Product B,78
2020-12-20,Product C,74
2020-12-21,Product A,49
2020-12-21,Product B,50
2020-12-21,Product C,81
2020-12-22,Product A,24
2020-12-22,Product B,64
2020-12-22,Product C,36
2020-12-23,Product A,44
2020-12-23,Product B,43
2020-12-23,Product C,46
2020-12-24,Product A,22
2020-12-24,Product B,39
2020-12-24,Product C,0
2020-12-25,Product A,20
2020-12-25,Product B,98
2020-12-25,Product C,59
2020-12-26,Product A,51
2020-12-26,Product B,95
2020-12-26,Product C,34
2020-12-27,Product A,51
2020-12-27,Product B,85
2020-12-27,Product C,69
2020-12-28,Product A,83
2020-12-28,Product B,56
2020-12-28,Product C,60
2020-12-29,Product A,83
2020-12-29,Product B,22
2020-12-29,Product C,9
2020-12-30,Product A,52
2020-12-30,Product B,85
2020-12-30,Product C,85
2020-12-31,Product A,55
2020-12-31,Product B,4
2020-12-31,Product C,9
2021-01-01,Product A,3
2021-01-01,Product B,7
2021-01-01,Product C,60
2021-01-02,Product A,96
2021-01-02,Product B,7
2021-01-02,Product C,20
2021-01-03,Product A,2
2021-01-03,Product B,68
2021-01-03,Product C,39
2021-01-04,Product A,35
2021-01-04,Product B,6
2021-01-04,Product C,65
2021-01-05,Product A,96
2021-01-05,Product B,51
2021-01-05,Product C,20
2021-01-06,Product A,12
2021-01-06,Product B,7
2021-01-06,Product C,94
2021-01-07,Product A,22
2021-01-07,Product B,74
2021-01-07,Product C,80
2021-01-08,Product A,90
2021-01-08,Product B,35
2021-01-08,Product C,9
2021-01-09,Product A,34
2021-01-09,Product B,56
2021-01-09,Product C,83
2021-01-10,Product A,26
2021-01-10,Product B,68
2021-01-10,Product C,26
2021-01-11,Product A,62
2021-01-11,Product B,50
2021-01-11,Product C,70
2021-01-12,Product A,23
2021-01-12,Product B,60
2021-01-12,Product C,71
2021-01-13,Product A,54
2021-01-13,Product B,85
2021-01-13,Product C,64
2021-01-14,Product A,44
2021-01-14,Product B,88
2021-01-14,Product C,8
2021-01-15,Product A,12
2021-01-15,Product B,34
2021-01-15,Product C,91
2021-01-16,Product A,51
2021-01-16,Product B,15
2021-01-16,Product C,17
2021-01-17,Product A,9
2021-01-17,Product B,68
2021-01-17,Product C,94
2021-01-18,Product A,16
2021-01-18,Product B,63
2021-01-18,Product C,8
2021-01-19,Product A,36
2021-01-19,Product B,68
2021-01-19,Product C,61
2021-01-20,Product A,43
2021-01-20,Product B,5
2021-01-20,Product C,70
2021-01-21,Product A,63
2021-01-21,Product B,45
2021-01-21,Product C,9
2021-01-22,Product A,1
2021-01-22,Product B,69
2021-01-22,Product C,16
2021-01-23,Product A,0
2021-01-23,Product B,35
2021-01-23,Product C,57
2021-01-24,Product A,84
2021-01-24,Product B,6
2021-01-24,Product C,20
2021-01-25,Product A,50
2021-01-25,Product B,75
2021-01-25,Product C,77
2021-01-26,Product A,9
2021-01-26,Product B,64
2021-01-26,Product C,20
2021-01-27,Product A,3
2021-01-27,Product B,49
2021-01-27,Product C,66
2021-01-28,Product A,8
2021-01-28,Product B,81
2021-01-28,Product C,77
2021-01-29,Product A,50
2021-01-29,Product B,91
2021-01-29,Product C,12
2021-01-30,Product A,9
2021-01-30,Product B,22
2021-01-30,Product C,74
2021-01-31,Product A,60
2021-01-31,Product B,15
2021-01-31,Product C,31
2021-02-01,Product A,7
2021-02-01,Product B,26
2021-02-01,Product C,64
2021-02-02,Product A,69
2021-02-02,Product B,50
2021-02-02,Product C,90
2021-02-03,Product A,31
2021-02-03,Product B,98
2021-02-03,Product C,18
2021-02-04,Product A,64
2021-02-04,Product B,93
2021-02-04,Product C,21
2021-02-05,Product A,72
2021-02-05,Product B,52
2021-02-05,Product C,55
2021-02-06,Product A,37
2021-02-06,Product B,51
2021-02-06,Product C,37
2021-02-07,Product A,97
2021-02-07,Product B,26
2021-02-07,Product C,17
2021-02-08,Product A,13
2021-02-08,Product B,64
2021-02-08,Product C,86
2021-02-09,Product A,45
2021-02-09,Product B,60
2021-02-09,Product C,20
2021-02-10,Product A,7
2021-02-10,Product B,8
2021-02-10,Product C,74
2021-02-11,Product A,66
2021-02-11,Product B,30
2021-02-11,Product C,98
2021-02-12,Product A,2
2021-02-12,Product B,57
2021-02-12,Product C,16
2021-02-13,Product A,26
2021-02-13,Product B,21
2021-02-13,Product C,53
2021-02-14,Product A,34
2021-02-14,Product B,0
2021-02-14,Product C,32
2021-02-15,Product A,49
2021-02-15,Product B,23
2021-02-15,Product C,11
2021-02-16,Product A,40
2021-02-16,Product B,51
2021-02-16,Product C,9
2021-02-17,Product A,64
2021-02-17,Product B,32
2021-02-17,Product C,94
2021-02-18,Product A,37
2021-02-18,Product B,58
2021-02-18,Product C,36
2021-02-19,Product A,24
2021-02-19,Product B,46
2021-02-19,Product C,6
2021-02-20,Product A,14
2021-02-20,Product B,2
2021-02-20,Product C,54
2021-02-21,Product A,25
2021-02-21,Product B,82
2021-02-21,Product C,60
2021-02-22,Product A,51
2021-02-22,Product B,99
2021-02-22,Product C,57
2021-02-23,Product A,39
2021-02-23,Product B,93
2021-02-23,Product C,36
2021-02-24,Product A,38
2021-02-24,Product B,96
2021-02-24,Product C,74
2021-02-25,Product A,2
2021-02-25,Product B,73
2021-02-25,Product C,70
2021-02-26,Product A,69
2021-02-26,Product B,33
2021-02-26,Product C,68
2021-02-27,Product A,2
2021-02-27,Product B,75
2021-02-27,Product C,27
2021-02-28,Product A,22
2021-02-28,Product B,73
2021-02-28,Product C,94
2021-03-01,Product A,32
2021-03-01,Product B,89
2021-03-01,Product C,30
2021-03-02,Product A,25
2021-03-02,Product B,45
2021-03-02,Product C,21
2021-03-03,Product A,89
2021-03-03,Product B,89
2021-03-03,Product C,35
2021-03-04,Product A,21
2021-03-04,Product B,2
2021-03-04,Product C,90
2021-03-05,Product A,16
2021-03-05,Product B,59
2021-03-05,Product C,79
2021-03-06,Product A,34
2021-03-06,Product B,55
2021-03-06,Product C,16
2021-03-07,Product A,90
2021-03-07,Product B,51
2021-03-07,Product C,34
2021-03-08,Product A,33
2021-03-08,Product B,11
2021-03-08,Product C,29
2021-03-09,Product A,76
2021-03-09,Product B,60
2021-03-09,Product C,75
2021-03-10,Product A,85
2021-03-10,Product B,57
2021-03-10,Product C,72
2021-03-11,Product A,71
2021-03-11,Product B,59
2021-03-11,Product C,5
2021-03-12,Product A,17
2021-03-12,Product B,50
2021-03-12,Product C,32
2021-03-13,Product A,74
2021-03-13,Product B,81
2021-03-13,Product C,37
2021-03-14,Product A,81
2021-03-14,Product B,45
2021-03-14,Product C,53
2021-03-15,Product A,64
2021-03-15,Product B,87
2021-03-15,Product C,78
2021-03-16,Product A,64
2021-03-16,Product B,39
2021-03-16,Product C,72
2021-03-17,Product A,53
2021-03-17,Product B,1
2021-03-17,Product C,73
2021-03-18,Product A,34
2021-03-18,Product B,51
2021-03-18,Product C,44
2021-03-19,Product A,19
2021-03-19,Product B,92
2021-03-19,Product C,78
2021-03-20,Product A,50
2021-03-20,Product B,81
2021-03-20,Product C,33
2021-03-21,Product A,16
2021-03-21,Product B,20
2021-03-21,Product C,33
2021-03-22,Product A,76
2021-03-22,Product B,82
2021-03-22,Product C,76
2021-03-23,Product A,91
2021-03-23,Product B,85
2021-03-23,Product C,54
2021-03-24,Product A,57
2021-03-24,Product B,17
2021-03-24,Product C,16
2021-03-25,Product A,95
2021-03-25,Product B,5
2021-03-25,Product C,29
2021-03-26,Product A,61
2021-03-26,Product B,76
2021-03-26,Product C,48
2021-03-27,Product A,0
2021-03-27,Product B,97
2021-03-27,Product C,56
2021-03-28,Product A,91
2021-03-28,Product B,63
2021-03-28,Product C,48
2021-03-29,Product A,0
2021-03-29,Product B,32
2021-03-29,Product C,5
2021-03-30,Product A,1
2021-03-30,Product B,52
2021-03-30,Product C,16
2021-03-31,Product A,9
2021-03-31,Product B,54
2021-03-31,Product C,33
2021-04-01,Product A,99
2021-04-01,Product B,26
2021-04-01,Product C,16
2021-04-02,Product A,76
2021-04-02,Product B,69
2021-04-02,Product C,68
2021-04-03,Product A,51
2021-04-03,Product B,61
2021-04-03,Product C,9
2021-04-04,Product A,43
2021-04-04,Product B,7
2021-04-04,Product C,66
2021-04-05,Product A,4
2021-04-05,Product B,15
2021-04-05,Product C,58
2021-04-06,Product A,44
2021-04-06,Product B,55
2021-04-06,Product C,8
2021-04-07,Product A,34
2021-04-07,Product B,52
2021-04-07,Product C,3
2021-04-08,Product A,76
2021-04-08,Product B,39
2021-04-08,Product C,17
2021-04-09,Product A,62
2021-04-09,Product B,26
2021-04-09,Product C,34
2021-04-10,Product A,97
2021-04-10,Product B,37
2021-04-10,Product C,63
2021-04-11,Product A,1
2021-04-11,Product B,35
2021-04-11,Product C,33
2021-04-12,Product A,52
2021-04-12,Product B,51
2021-04-12,Product C,19
2021-04-13,Product A,48
2021-04-13,Product B,3
2021-04-13,Product C,42
2021-04-14,Product A,89
2021-04-14,Product B,37
2021-04-14,Product C,39
2021-04-15,Product A,14
2021-04-15,Product B,6
2021-04-15,Product C,55
2021-04-16,Product A,30
2021-04-16,Product B,45
2021-04-16,Product C,88
2021-04-17,Product A,28
2021-04-17,Product B,16
2021-04-17,Product C,8
2021-04-18,Product A,32
2021-04-18,Product B,76
2021-04-18,Product C,3
2021-04-19,Product A,48
2021-04-19,Product B,39
2021-04-19,Product C,59
2021-04-20,Product A,26
2021-04-20,Product B,91
2021-04-20,Product C,16
2021-04-21,Product A,80
2021-04-21,Product B,97
2021-04-21,Product C,51
2021-04-22,Product A,72
2021-04-22,Product B,34
2021-04-22,Product C,77
2021-04-23,Product A,81
2021-04-23,Product B,84
2021-04-23,Product C,23
2021-04-24,Product A,74
2021-04-24,Product B,94
2021-04-24,Product C,49
2021-04-25,Product A,20
2021-04-25,Product B,91
2021-04-25,Product C,83
2021-04-26,Product A,24
2021-04-26,Product B,5
2021-04-26,Product C,57
2021-04-27,Product A,82
2021-04-27,Product B,53
2021-04-27,Product C,85
2021-04-28,Product A,10
2021-04-28,Product B,7
2021-04-28,Product C,19
2021-04-29,Product A,62
2021-04-29,Product B,19
2021-04-29,Product C,88
2021-04-30,Product A,20
2021-04-30,Product B,22
2021-04-30,Product C,84
2021-05-01,Product A,48
2021-05-01,Product B,0
2021-05-01,Product C,16
2021-05-02,Product A,16
2021-05-02,Product B,21
2021-05-02,Product C,68
2021-05-03,Product A,55
2021-05-03,Product B,47
2021-05-03,Product C,66
2021-05-04,Product A,1
2021-05-04,Product B,48
2021-05-04,Product C,27
2021-05-05,Product A,7
2021-05-05,Product B,94
2021-05-05,Product C,33
2021-05-06,Product A,32
2021-05-06,Product B,64
2021-05-06,Product C,3
2021-05-07,Product A,63
2021-05-07,Product B,49
2021-05-07,Product C,68
2021-05-08,Product A,98
2021-05-08,Product B,8
2021-05-08,Product C,27
2021-05-09,Product A,84
2021-05-09,Product B,39
2021-05-09,Product C,99
2021-05-10,Product A,26
2021-05-10,Product B,8
2021-05-10,Product C,30
2021-05-11,Product A,6
2021-05-11,Product B,95
2021-05-11,Product C,30
2021-05-12,Product A,65
2021-05-12,Product B,16
2021-05-12,Product C,77
2021-05-13,Product A,28
2021-05-13,Product B,58
2021-05-13,Product C,90
2021-05-14,Product A,80
2021-05-14,Product B,73
2021-05-14,Product C,70
2021-05-15,Product A,23
2021-05-15,Product B,28
2021-05-15,Product C,29
2021-05-16,Product A,27
2021-05-16,Product B,96
2021-05-16,Product C,99
2021-05-17,Product A,92
2021-05-17,Product B,7
2021-05-17,Product C,94
2021-05-18,Product A,69
2021-05-18,Product B,64
2021-05-18,Product C,4
2021-05-19,Product A,54
2021-05-19,Product B,51
2021-05-19,Product C,39
2021-05-20,Product A,95
2021-05-20,Product B,43
2021-05-20,Product C,40
2021-05-21,Product A,11
2021-05-21,Product B,53
2021-05-21,Product C,42
2021-05-22,Product A,41
2021-05-22,Product B,77
2021-05-22,Product C,19
2021-05-23,Product A,55
2021-05-23,Product B,93
2021-05-23,Product C,49
2021-05-24,Product A,24
2021-05-24,Product B,64
2021-05-24,Product C,2
2021-05-25,Product A,39
2021-05-25,Product B,91
2021-05-25,Product C,11
2021-05-26,Product A,94
2021-05-26,Product B,2
2021-05-26,Product C,19
2021-05-27,Product A,76
2021-05-27,Product B,81
2021-05-27,Product C,21
2021-05-28,Product A,34
2021-05-28,Product B,9
2021-05-28,Product C,44
2021-05-29,Product A,20
2021-05-29,Product B,97
2021-05-29,Product C,23
2021-05-30,Product A,96
2021-05-30,Product B,59
2021-05-30,Product C,82
2021-05-31,Product A,1
2021-05-31,Product B,49
2021-05-31,Product C,55
2021-06-01,Product A,41
2021-06-01,Product B,51
2021-06-01,Product C,98
2021-06-02,Product A,52
2021-06-02,Product B,93
2021-06-02,Product C,11
2021-06-03,Product A,3
2021-06-03,Product B,35
2021-06-03,Product C,77
2021-06-04,Product A,16
2021-06-04,Product B,34
2021-06-04,Product C,10
2021-06-05,Product A,70
2021-06-05,Product B,18
2021-06-05,Product C,34
2021-06-06,Product A,12
2021-06-06,Product B,47
2021-06-06,Product C,26
2021-06-07,Product A,90
2021-06-07,Product B,34
2021-06-07,Product C,27
2021-06-08,Product A,88
2021-06-08,Product B,71
2021-06-08,Product C,19
2021-06-09,Product A,74
2021-06-09,Product B,95
2021-06-09,Product C,12
2021-06-10,Product A,95
2021-06-10,Product B,42
2021-06-10,Product C,6
2021-06-11,Product A,75
2021-06-11,Product B,38
2021-06-11,Product C,32
2021-06-12,Product A,56
2021-06-12,Product B,78
2021-06-12,Product C,30
2021-06-13,Product A,93
2021-06-13,Product B,79
2021-06-13,Product C,31
2021-06-14,Product A,42
2021-06-14,Product B,20
2021-06-14,Product C,22
2021-06-15,Product A,23
2021-06-15,Product B,98
2021-06-15,Product C,88
2021-06-16,Product A,9
2021-06-16,Product B,38
2021-06-16,Product C,65
2021-06-17,Product A,15
2021-06-17,Product B,10
2021-06-17,Product C,66
2021-06-18,Product A,60
2021-06-18,Product B,19
2021-06-18,Product C,62
2021-06-19,Product A,6
2021-06-19,Product B,40
2021-06-19,Product C,90
2021-06-20,Product A,29
2021-06-20,Product B,88
2021-06-20,Product C,3
2021-06-21,Product A,81
2021-06-21,Product B,26
2021-06-21,Product C,87
2021-06-22,Product A,1
2021-06-22,Product B,17
2021-06-22,Product C,53
2021-06-23,Product A,31
2021-06-23,Product B,28
2021-06-23,Product C,80
2021-06-24,Product A,38
2021-06-24,Product B,67
2021-06-24,Product C,57
2021-06-25,Product A,46
2021-06-25,Product B,53
2021-06-25,Product C,87
2021-06-26,Product A,93
2021-06-26,Product B,70
2021-06-26,Product C,63
2021-06-27,Product A,91
2021-06-27,Product B,40
2021-06-27,Product C,23
2021-06-28,Product A,29
2021-06-28,Product B,77
2021-06-28,Product C,27
2021-06-29,Product A,68
2021-06-29,Product B,98
2021-06-29,Product C,63
2021-06-30,Product A,79
2021-06-30,Product B,89
2021-06-30,Product C,86
2021-07-01,Product A,45
2021-07-01,Product B,86
2021-07-01,Product C,62
2021-07-02,Product A,91
2021-07-02,Product B,60
2021-07-02,Product C,49
2021-07-03,Product A,17
2021-07-03,Product B,51
2021-07-03,Product C,38
2021-07-04,Product A,4
2021-07-04,Product B,36
2021-07-04,Product C,3
2021-07-05,Product A,99
2021-07-05,Product B,80
2021-07-05,Product C,92
2021-07-06,Product A,75
2021-07-06,Product B,43
2021-07-06,Product C,90
2021-07-07,Product A,93
2021-07-07,Product B,56
2021-07-07,Product C,85
2021-07-08,Product A,6
2021-07-08,Product B,81
2021-07-08,Product C,48
2021-07-09,Product A,90
2021-07-09,Product B,4
2021-07-09,Product C,91
2021-07-10,Product A,79
2021-07-10,Product B,26
2021-07-10,Product C,95
2021-07-11,Product A,50
2021-07-11,Product B,2
2021-07-11,Product C,61
2021-07-12,Product A,40
2021-07-12,Product B,6
2021-07-12,Product C,41
2021-07-13,Product A,9
2021-07-13,Product B,4
2021-07-13,Product C,46
2021-07-14,Product A,24
2021-07-14,Product B,85
2021-07-14,Product C,29
2021-07-15,Product A,16
2021-07-15,Product B,28
2021-07-15,Product C,1
2021-07-16,Product A,68
2021-07-16,Product B,7
2021-07-16,Product C,64
2021-07-17,Product A,70
2021-07-17,Product B,58
2021-07-17,Product C,12
2021-07-18,Product A,15
2021-07-18,Product B,42
2021-07-18,Product C,32
2021-07-19,Product A,24
2021-07-19,Product B,6
2021-07-19,Product C,72
2021-07-20,Product A,99
2021-07-20,Product B,48
2021-07-20,Product C,75
2021-07-21,Product A,25
2021-07-21,Product B,16
2021-07-21,Product C,10
2021-07-22,Product A,77
2021-07-22,Product B,60
2021-07-22,Product C,8
2021-07-23,Product A,8
2021-07-23,Product B,61
2021-07-23,Product C,73
2021-07-24,Product A,94
2021-07-24,Product B,23
2021-07-24,Product C,85
2021-07-25,Product A,49
2021-07-25,Product B,86
2021-07-25,Product C,65
2021-07-26,Product A,72
2021-07-26,Product B,81
2021-07-26,Product C,37
2021-07-27,Product A,75
2021-07-27,Product B,4
2021-07-27,Product C,34
2021-07-28,Product A,54
2021-07-28,Product B,84
2021-07-28,Product C,41
2021-07-29,Product A,75
2021-07-29,Product B,2
2021-07-29,Product C,93
2021-07-30,Product A,55
2021-07-30,Product B,35
2021-07-30,Product C,59
2021-07-31,Product A,4
2021-07-31,Product B,14
2021-07-31,Product C,86
2021-08-01,Product A,14
2021-08-01,Product B,85
2021-08-01,Product C,62
2021-08-02,Product A,80
2021-08-02,Product B,89
2021-08-02,Product C,89
2021-08-03,Product A,45
2021-08-03,Product B,37
2021-08-03,Product C,97
2021-08-04,Product A,62
2021-08-04,Product B,7
2021-08-04,Product C,80
2021-08-05,Product A,70
2021-08-05,Product B,7
2021-08-05,Product C,73
2021-08-06,Product A,62
2021-08-06,Product B,10
2021-08-06,Product C,56
2021-08-07,Product A,54
2021-08-07,Product B,22
2021-08-07,Product C,42
2021-08-08,Product A,1
2021-08-08,Product B,0
2021-08-08,Product C,61
2021-08-09,Product A,85
2021-08-09,Product B,85
2021-08-09,Product C,39
2021-08-10,Product A,25
2021-08-10,Product B,24
2021-08-10,Product C,32
2021-08-11,Product A,14
2021-08-11,Product B,57
2021-08-11,Product C,20
2021-08-12,Product A,51
2021-08-12,Product B,52
2021-08-12,Product C,20
2021-08-13,Product A,94
2021-08-13,Product B,40
2021-08-13,Product C,44
2021-08-14,Product A,17
2021-08-14,Product B,81
2021-08-14,Product C,88
2021-08-15,Product A,51
2021-08-15,Product B,32
2021-08-15,Product C,85
2021-08-16,Product A,54
2021-08-16,Product B,37
2021-08-16,Product C,66
2021-08-17,Product A,79
2021-08-17,Product B,60
2021-08-17,Product C,2
2021-08-18,Product A,78
2021-08-18,Product B,48
2021-08-18,Product C,14
2021-08-19,Product A,85
2021-08-19,Product B,21
2021-08-19,Product C,40
2021-08-20,Product A,73
2021-08-20,Product B,22
2021-08-20,Product C,28
2021-08-21,Product A,55
2021-08-21,Product B,83
2021-08-21,Product C,5
2021-08-22,Product A,14
2021-08-22,Product B,31
2021-08-22,Product C,10
2021-08-23,Product A,10
2021-08-23,Product B,36
2021-08-23,Product C,4
2021-08-24,Product A,87
2021-08-24,Product B,74
2021-08-24,Product C,87
2021-08-25,Product A,14
2021-08-25,Product B,98
2021-08-25,Product C,35
2021-08-26,Product A,69
2021-08-26,Product B,44
2021-08-26,Product C,24
2021-08-27,Product A,17
2021-08-27,Product B,52
2021-08-27,Product C,92
2021-08-28,Product A,65
2021-08-28,Product B,66
2021-08-28,Product C,90
2021-08-29,Product A,7
2021-08-29,Product B,71
2021-08-29,Product C,65
2021-08-30,Product A,37
2021-08-30,Product B,8
2021-08-30,Product C,91
2021-08-31,Product A,13
2021-08-31,Product B,71
2021-08-31,Product C,92
2021-09-01,Product A,77
2021-09-01,Product B,41
2021-09-01,Product C,59
2021-09-02,Product A,43
2021-09-02,Product B,26
2021-09-02,Product C,4
2021-09-03,Product A,58
2021-09-03,Product B,99
2021-09-03,Product C,30
2021-09-04,Product A,30
2021-09-04,Product B,43
2021-09-04,Product C,71
2021-09-05,Product A,30
2021-09-05,Product B,84
2021-09-05,Product C,21
2021-09-06,Product A,9
2021-09-06,Product B,42
2021-09-06,Product C,91
2021-09-07,Product A,12
2021-09-07,Product B,76
2021-09-07,Product C,82
2021-09-08,Product A,53
2021-09-08,Product B,27
2021-09-08,Product C,34
2021-09-09,Product A,12
2021-09-09,Product B,13
2021-09-09,Product C,29
2021-09-10,Product A,24
2021-09-10,Product B,16
2021-09-10,Product C,60
2021-09-11,Product A,1
2021-09-11,Product B,66
2021-09-11,Product C,47
2021-09-12,Product A,1
2021-09-12,Product B,65
2021-09-12,Product C,72
2021-09-13,Product A,4
2021-09-13,Product B,36
2021-09-13,Product C,95
2021-09-14,Product A,20
2021-09-14,Product B,47
2021-09-14,Product C,70
2021-09-15,Product A,63
2021-09-15,Product B,95
2021-09-15,Product C,33
2021-09-16,Product A,42
2021-09-16,Product B,29
2021-09-16,Product C,88
2021-09-17,Product A,83
2021-09-17,Product B,94
2021-09-17,Product C,23
2021-09-18,Product A,53
2021-09-18,Product B,76
2021-09-18,Product C,41
2021-09-19,Product A,71
2021-09-19,Product B,7
2021-09-19,Product C,37
2021-09-20,Product A,76
2021-09-20,Product B,55
2021-09-20,Product C,93
2021-09-21,Product A,58
2021-09-21,Product B,28
2021-09-21,Product C,26
2021-09-22,Product A,64
2021-09-22,Product B,12
2021-09-22,Product C,27
2021-09-23,Product A,2
2021-09-23,Product B,77
2021-09-23,Product C,28
2021-09-24,Product A,98
2021-09-24,Product B,56
2021-09-24,Product C,43
2021-09-25,Product A,53
2021-09-25,Product B,32
2021-09-25,Product C,17
2021-09-26,Product A,17
2021-09-26,Product B,23
2021-09-26,Product C,65
2021-09-27,Product A,67
2021-09-27,Product B,74
2021-09-27,Product C,79
2021-09-28,Product A,25
2021-09-28,Product B,21
2021-09-28,Product C,81
2021-09-29,Product A,42
2021-09-29,Product B,84
2021-09-29,Product C,90
2021-09-30,Product A,93
2021-09-30,Product B,35
2021-09-30,Product C,76
2021-10-01,Product A,77
2021-10-01,Product B,58
2021-10-01,Product C,46
2021-10-02,Product A,19
2021-10-02,Product B,46
2021-10-02,Product C,59
2021-10-03,Product A,64
2021-10-03,Product B,56
2021-10-03,Product C,19
2021-10-04,Product A,19
2021-10-04,Product B,4
2021-10-04,Product C,39
2021-10-05,Product A,38
2021-10-05,Product B,99
2021-10-05,Product C,82
2021-10-06,Product A,47
2021-10-06,Product B,83
2021-10-06,Product C,35
2021-10-07,Product A,11
2021-10-07,Product B,66
2021-10-07,Product C,68
2021-10-08,Product A,10
2021-10-08,Product B,98
2021-10-08,Product C,32
2021-10-09,Product A,6
2021-10-09,Product B,75
2021-10-09,Product C,86
2021-10-10,Product A,75
2021-10-10,Product B,13
2021-10-10,Product C,69
2021-10-11,Product A,98
2021-10-11,Product B,0
2021-10-11,Product C,61
2021-10-12,Product A,47
2021-10-12,Product B,58
2021-10-12,Product C,93
2021-10-13,Product A,61
2021-10-13,Product B,21
2021-10-13,Product C,11
2021-10-14,Product A,70
2021-10-14,Product B,14
2021-10-14,Product C,29
2021-10-15,Product A,30
2021-10-15,Product B,80
2021-10-15,Product C,23
2021-10-16,Product A,32
2021-10-16,Product B,70
2021-10-16,Product C,86
2021-10-17,Product A,41
2021-10-17,Product B,62
2021-10-17,Product C,64
2021-10-18,Product A,57
2021-10-18,Product B,65
2021-10-18,Product C,2
2021-10-19,Product A,34
2021-10-19,Product B,50
2021-10-19,Product C,94
2021-10-20,Product A,2
2021-10-20,Product B,55
2021-10-20,Product C,64
2021-10-21,Product A,89
2021-10-21,Product B,53
2021-10-21,Product C,97
2021-10-22,Product A,99
2021-10-22,Product B,45
2021-10-22,Product C,55
2021-10-23,Product A,18
2021-10-23,Product B,53
2021-10-23,Product C,94
2021-10-24,Product A,30
2021-10-24,Product B,34
2021-10-24,Product C,91
2021-10-25,Product A,2
2021-10-25,Product B,93
2021-10-25,Product C,6
2021-10-26,Product A,76
2021-10-26,Product B,94
2021-10-26,Product C,92
2021-10-27,Product A,66
2021-10-27,Product B,82
2021-10-27,Product C,9
2021-10-28,Product A,89
2021-10-28,Product B,50
2021-10-28,Product C,83
2021-10-29,Product A,25
2021-10-29,Product B,50
2021-10-29,Product C,76
2021-10-30,Product A,9
2021-10-30,Product B,80
2021-10-30,Product C,65
2021-10-31,Product A,11
2021-10-31,Product B,71
2021-10-31,Product C,5
2021-11-01,Product A,98
2021-11-01,Product B,44
2021-11-01,Product C,38
2021-11-02,Product A,94
2021-11-02,Product B,28
2021-11-02,Product C,41
2021-11-03,Product A,7
2021-11-03,Product B,43
2021-11-03,Product C,70
2021-11-04,Product A,31
2021-11-04,Product B,68
2021-11-04,Product C,56
2021-11-05,Product A,43
2021-11-05,Product B,62
2021-11-05,Product C,54
2021-11-06,Product A,33
2021-11-06,Product B,72
2021-11-06,Product C,57
2021-11-07,Product A,29
2021-11-07,Product B,56
2021-11-07,Product C,67
2021-11-08,Product A,68
2021-11-08,Product B,85
2021-11-08,Product C,79
2021-11-09,Product A,9
2021-11-09,Product B,18
2021-11-09,Product C,85
2021-11-10,Product A,23
2021-11-10,Product B,28
2021-11-10,Product C,17
2021-11-11,Product A,29
2021-11-11,Product B,23
2021-11-11,Product C,4
2021-11-12,Product A,40
2021-11-12,Product B,52
2021-11-12,Product C,16
2021-11-13,Product A,35
2021-11-13,Product B,16
2021-11-13,Product C,88
2021-11-14,Product A,46
2021-11-14,Product B,71
2021-11-14,Product C,0
2021-11-15,Product A,80
2021-11-15,Product B,45
2021-11-15,Product C,0
2021-11-16,Product A,32
2021-11-16,Product B,32
2021-11-16,Product C,48
2021-11-17,Product A,92
2021-11-17,Product B,80
2021-11-17,Product C,97
2021-11-18,Product A,53
2021-11-18,Product B,8
2021-11-18,Product C,63
2021-11-19,Product A,64
2021-11-19,Product B,42
2021-11-19,Product C,0
2021-11-20,Product A,96
2021-11-20,Product B,33
2021-11-20,Product C,75
2021-11-21,Product A,83
2021-11-21,Product B,35
2021-11-21,Product C,91
2021-11-22,Product A,24
2021-11-22,Product B,63
2021-11-22,Product C,76
2021-11-23,Product A,58
2021-11-23,Product B,98
2021-11-23,Product C,89
2021-11-24,Product A,95
2021-11-24,Product B,56
2021-11-24,Product C,73
2021-11-25,Product A,4
2021-11-25,Product B,31
2021-11-25,Product C,64
2021-11-26,Product A,1
2021-11-26,Product B,41
2021-11-26,Product C,23
2021-11-27,Product A,52
2021-11-27,Product B,58
2021-11-27,Product C,3
2021-11-28,Product A,24
2021-11-28,Product B,66
2021-11-28,Product C,93
2021-11-29,Product A,71
2021-11-29,Product B,84
2021-11-29,Product C,52
2021-11-30,Product A,9
2021-11-30,Product B,66
2021-11-30,Product C,69
2021-12-01,Product A,86
2021-12-01,Product B,80
2021-12-01,Product C,89
2021-12-02,Product A,2
2021-12-02,Product B,13
2021-12-02,Product C,26
2021-12-03,Product A,75
2021-12-03,Product B,99
2021-12-03,Product C,49
2021-12-04,Product A,43
2021-12-04,Product B,25
2021-12-04,Product C,48
2021-12-05,Product A,49
2021-12-05,Product B,67
2021-12-05,Product C,4
2021-12-06,Product A,59
2021-12-06,Product B,51
2021-12-06,Product C,37
2021-12-07,Product A,54
2021-12-07,Product B,74
2021-12-07,Product C,79
2021-12-08,Product A,97
2021-12-08,Product B,63
2021-12-08,Product C,54
2021-12-09,Product A,36
2021-12-09,Product B,55
2021-12-09,Product C,84
2021-12-10,Product A,96
2021-12-10,Product B,60
2021-12-10,Product C,30
2021-12-11,Product A,43
2021-12-11,Product B,5
