Date,Product,Demand,Inventory
2020-09-13,Product A,200,91
2020-09-13,Product B,68,78
2020-09-13,Product C,102,64
2020-09-14,Product A,191,48
2020-09-14,Product B,106,29
2020-09-14,Product C,127,84
2020-09-15,Product A,61,99
2020-09-15,Product B,114,93
2020-09-15,Product C,121,19
2020-09-16,Product A,191,58
2020-09-16,Product B,70,10
2020-09-16,Product C,120,47
2020-09-17,Product A,182,4
2020-09-17,Product B,139,95
2020-09-17,Product C,106,95
2020-09-18,Product A,119,59
2020-09-18,Product B,144,96
2020-09-18,Product C,185,5
2020-09-19,Product A,143,22
2020-09-19,Product B,164,0
2020-09-19,Product C,124,59
2020-09-20,Product A,127,11
2020-09-20,Product B,174,46
2020-09-20,Product C,114,90
2020-09-21,Product A,113,45
2020-09-21,Product B,177,60
2020-09-21,Product C,52,77
2020-09-22,Product A,112,31
2020-09-22,Product B,75,22
2020-09-22,Product C,148,5
2020-09-23,Product A,108,7
2020-09-23,Product B,103,69
2020-09-23,Product C,51,81
2020-09-24,Product A,129,11
2020-09-24,Product B,63,2
2020-09-24,Product C,75,7
2020-09-25,Product A,132,75
2020-09-25,Product B,159,9
2020-09-25,Product C,170,21
2020-09-26,Product A,134,3
2020-09-26,Product B,162,40
2020-09-26,Product C,55,62
2020-09-27,Product A,74,76
2020-09-27,Product B,150,11
2020-09-27,Product C,111,6
2020-09-28,Product A,176,53
2020-09-28,Product B,63,50
2020-09-28,Product C,159,43
2020-09-29,Product A,95,51
2020-09-29,Product B,109,98
2020-09-29,Product C,85,78
2020-09-30,Product A,101,21
2020-09-30,Product B,140,80
2020-09-30,Product C,101,16
2020-10-01,Product A,127,45
2020-10-01,Product B,116,75
2020-10-01,Product C,174,70
2020-10-02,Product A,144,73
2020-10-02,Product B,155,95
2020-10-02,Product C,141,0
2020-10-03,Product A,82,33
2020-10-03,Product B,101,52
2020-10-03,Product C,167,66
2020-10-04,Product A,110,30
2020-10-04,Product B,156,89
2020-10-04,Product C,62,96
2020-10-05,Product A,86,92
2020-10-05,Product B,89,1
2020-10-05,Product C,186,44
2020-10-06,Product A,116,72
2020-10-06,Product B,65,44
2020-10-06,Product C,114,6
2020-10-07,Product A,81,49
2020-10-07,Product B,195,65
2020-10-07,Product C,68,4
2020-10-08,Product A,69,86
2020-10-08,Product B,179,15
2020-10-08,Product C,65,40
2020-10-09,Product A,124,77
2020-10-09,Product B,92,45
2020-10-09,Product C,163,0
2020-10-10,Product A,64,89
2020-10-10,Product B,162,84
2020-10-10,Product C,144,58
2020-10-11,Product A,184,4
2020-10-11,Product B,52,13
2020-10-11,Product C,185,11
2020-10-12,Product A,141,53
2020-10-12,Product B,117,4
2020-10-12,Product C,157,5
2020-10-13,Product A,106,96
2020-10-13,Product B,159,91
2020-10-13,Product C,198,14
2020-10-14,Product A,92,50
2020-10-14,Product B,68,12
2020-10-14,Product C,165,54
2020-10-15,Product A,68,13
2020-10-15,Product B,185,51
2020-10-15,Product C,183,72
2020-10-16,Product A,192,99
2020-10-16,Product B,82,33
2020-10-16,Product C,180,18
2020-10-17,Product A,148,25
2020-10-17,Product B,64,35
2020-10-17,Product C,106,83
2020-10-18,Product A,193,84
2020-10-18,Product B,145,44
2020-10-18,Product C,93,77
2020-10-19,Product A,159,87
2020-10-19,Product B,88,20
2020-10-19,Product C,137,23
2020-10-20,Product A,122,31
2020-10-20,Product B,66,79
2020-10-20,Product C,75,64
2020-10-21,Product A,132,75
2020-10-21,Product B,150,58
2020-10-21,Product C,143,78
2020-10-22,Product A,66,82
2020-10-22,Product B,58,43
2020-10-22,Product C,167,9
2020-10-23,Product A,113,79
2020-10-23,Product B,77,85
2020-10-23,Product C,198,15
2020-10-24,Product A,173,95
2020-10-24,Product B,55,67
2020-10-24,Product C,151,96
2020-10-25,Product A,128,62
2020-10-25,Product B,67,99
2020-10-25,Product C,114,18
2020-10-26,Product A,152,31
2020-10-26,Product B,158,42
2020-10-26,Product C,137,60
2020-10-27,Product A,104,79
2020-10-27,Product B,168,58
2020-10-27,Product C,158,33
2020-10-28,Product A,192,3
2020-10-28,Product B,72,26
2020-10-28,Product C,119,93
2020-10-29,Product A,110,39
2020-10-29,Product B,78,0
2020-10-29,Product C,87,60
2020-10-30,Product A,112,52
2020-10-30,Product B,180,43
2020-10-30,Product C,151,46
2020-10-31,Product A,164,24
2020-10-31,Product B,199,83
2020-10-31,Product C,180,16
2020-11-01,Product A,56,45
2020-11-01,Product B,97,76
2020-11-01,Product C,160,23
2020-11-02,Product A,110,99
2020-11-02,Product B,93,52
2020-11-02,Product C,104,81
2020-11-03,Product A,56,9
2020-11-03,Product B,186,11
2020-11-03,Product C,169,28
2020-11-04,Product A,62,62
2020-11-04,Product B,191,18
2020-11-04,Product C,79,12
2020-11-05,Product A,65,2
2020-11-05,Product B,145,16
2020-11-05,Product C,65,51
2020-11-06,Product A,154,91
2020-11-06,Product B,137,71
2020-11-06,Product C,135,73
2020-11-07,Product A,194,33
2020-11-07,Product B,70,64
2020-11-07,Product C,166,47
2020-11-08,Product A,198,94
2020-11-08,Product B,102,35
2020-11-08,Product C,168,97
2020-11-09,Product A,127,22
2020-11-09,Product B,79,96
2020-11-09,Product C,170,55
2020-11-10,Product A,157,78
2020-11-10,Product B,113,85
2020-11-10,Product C,153,29
2020-11-11,Product A,188,7
2020-11-11,Product B,151,36
2020-11-11,Product C,135,27
2020-11-12,Product A,110,50
2020-11-12,Product B,112,27
2020-11-12,Product C,58,96
2020-11-13,Product A,91,2
2020-11-13,Product B,149,19
2020-11-13,Product C,182,60
2020-11-14,Product A,176,24
2020-11-14,Product B,123,37
2020-11-14,Product C,51,84
2020-11-15,Product A,189,12
2020-11-15,Product B,83,39
2020-11-15,Product C,80,48
2020-11-16,Product A,77,41
2020-11-16,Product B,130,45
2020-11-16,Product C,175,85
2020-11-17,Product A,173,78
2020-11-17,Product B,110,99
2020-11-17,Product C,141,42
2020-11-18,Product A,83,10
2020-11-18,Product B,70,8
2020-11-18,Product C,184,60
2020-11-19,Product A,112,93
2020-11-19,Product B,131,36
2020-11-19,Product C,115,42
2020-11-20,Product A,113,90
2020-11-20,Product B,87,67
2020-11-20,Product C,138,18
2020-11-21,Product A,76,60
2020-11-21,Product B,90,56
2020-11-21,Product C,90,70
2020-11-22,Product A,169,36
2020-11-22,Product B,63,72
2020-11-22,Product C,65,31
2020-11-23,Product A,97,78
2020-11-23,Product B,192,59
2020-11-23,Product C,97,80
2020-11-24,Product A,147,11
2020-11-24,Product B,178,43
2020-11-24,Product C,55,80
2020-11-25,Product A,83,25
2020-11-25,Product B,113,39
2020-11-25,Product C,150,99
2020-11-26,Product A,141,1
2020-11-26,Product B,151,30
2020-11-26,Product C,166,85
2020-11-27,Product A,191,25
2020-11-27,Product B,92,86
2020-11-27,Product C,135,69
2020-11-28,Product A,91,13
2020-11-28,Product B,70,87
2020-11-28,Product C,114,66
2020-11-29,Product A,182,89
2020-11-29,Product B,105,52
2020-11-29,Product C,105,74
2020-11-30,Product A,159,1
2020-11-30,Product B,178,49
2020-11-30,Product C,115,80
2020-12-01,Product A,153,42
2020-12-01,Product B,152,79
2020-12-01,Product C,174,72
2020-12-02,Product A,53,72
2020-12-02,Product B,131,16
2020-12-02,Product C,61,69
2020-12-03,Product A,77,51
2020-12-03,Product B,151,59
2020-12-03,Product C,50,21
2020-12-04,Product A,102,8
2020-12-04,Product B,197,68
2020-12-04,Product C,51,32
2020-12-05,Product A,88,8
2020-12-05,Product B,151,10
2020-12-05,Product C,70,88
2020-12-06,Product A,149,93
2020-12-06,Product B,58,45
2020-12-06,Product C,154,46
2020-12-07,Product A,167,83
2020-12-07,Product B,51,79
2020-12-07,Product C,157,80
2020-12-08,Product A,61,47
2020-12-08,Product B,160,7
2020-12-08,Product C,90,64
2020-12-09,Product A,116,0
2020-12-09,Product B,176,89
2020-12-09,Product C,129,37
2020-12-10,Product A,69,89
2020-12-10,Product B,85,22
2020-12-10,Product C,191,90
2020-12-11,Product A,200,56
2020-12-11,Product B,191,50
2020-12-11,Product C,105,89
2020-12-12,Product A,179,27
2020-12-12,Product B,184,88
2020-12-12,Product C,57,81
2020-12-13,Product A,93,46
2020-12-13,Product B,116,12
2020-12-13,Product C,105,42
2020-12-14,Product A,54,96
2020-12-14,Product B,151,66
2020-12-14,Product C,68,59
2020-12-15,Product A,196,24
2020-12-15,Product B,133,96
2020-12-15,Product C,88,9
2020-12-16,Product A,82,97
2020-12-16,Product B,154,46
2020-12-16,Product C,99,3
2020-12-17,Product A,133,33
2020-12-17,Product B,143,61
2020-12-17,Product C,165,64
2020-12-18,Product A,68,79
2020-12-18,Product B,62,31
2020-12-18,Product C,149,55
2020-12-19,Product A,59,1
2020-12-19,Product B,102,78
2020-12-19,Product C,62,54
2020-12-20,Product A,99,28
2020-12-20,Product B,155,78
2020-12-20,Product C,79,74
2020-12-21,Product A,127,49
2020-12-21,Product B,141,50
2020-12-21,Product C,188,81
2020-12-22,Product A,91,24
2020-12-22,Product B,141,64
2020-12-22,Product C,115,36
2020-12-23,Product A,68,44
2020-12-23,Product B,80,43
2020-12-23,Product C,109,46
2020-12-24,Product A,148,22
2020-12-24,Product B,166,39
2020-12-24,Product C,72,0
2020-12-25,Product A,101,20
2020-12-25,Product B,52,98
2020-12-25,Product C,79,59
2020-12-26,Product A,196,51
2020-12-26,Product B,94,95
2020-12-26,Product C,65,34
2020-12-27,Product A,79,51
2020-12-27,Product B,51,85
2020-12-27,Product C,161,69
2020-12-28,Product A,53,83
2020-12-28,Product B,79,56
2020-12-28,Product C,96,60
2020-12-29,Product A,83,83
2020-12-29,Product B,126,22
2020-12-29,Product C,91,9
2020-12-30,Product A,160,52
2020-12-30,Product B,108,85
2020-12-30,Product C,60,85
2020-12-31,Product A,96,55
2020-12-31,Product B,141,4
2020-12-31,Product C,80,9
2021-01-01,Product A,135,3
2021-01-01,Product B,56,7
2021-01-01,Product C,178,60
2021-01-02,Product A,191,96
2021-01-02,Product B,180,7
2021-01-02,Product C,160,20
2021-01-03,Product A,55,2
2021-01-03,Product B,190,68
2021-01-03,Product C,153,39
2021-01-04,Product A,200,35
2021-01-04,Product B,59,6
2021-01-04,Product C,158,65
2021-01-05,Product A,83,96
2021-01-05,Product B,177,51
2021-01-05,Product C,67,20
2021-01-06,Product A,95,12
2021-01-06,Product B,183,7
2021-01-06,Product C,104,94
2021-01-07,Product A,143,22
2021-01-07,Product B,122,74
2021-01-07,Product C,185,80
2021-01-08,Product A,179,90
2021-01-08,Product B,160,35
2021-01-08,Product C,197,9
2021-01-09,Product A,193,34
2021-01-09,Product B,169,56
2021-01-09,Product C,132,83
2021-01-10,Product A,128,26
2021-01-10,Product B,120,68
2021-01-10,Product C,131,26
2021-01-11,Product A,84,62
2021-01-11,Product B,126,50
2021-01-11,Product C,100,70
2021-01-12,Product A,158,23
2021-01-12,Product B,160,60
2021-01-12,Product C,101,71
2021-01-13,Product A,195,54
2021-01-13,Product B,130,85
2021-01-13,Product C,122,64
2021-01-14,Product A,131,44
2021-01-14,Product B,128,88
2021-01-14,Product C,171,8
2021-01-15,Product A,131,12
2021-01-15,Product B,71,34
2021-01-15,Product C,91,91
2021-01-16,Product A,100,51
2021-01-16,Product B,176,15
2021-01-16,Product C,52,17
2021-01-17,Product A,147,9
2021-01-17,Product B,170,68
2021-01-17,Product C,101,94
2021-01-18,Product A,67,16
2021-01-18,Product B,106,63
2021-01-18,Product C,107,8
2021-01-19,Product A,199,36
2021-01-19,Product B,62,68
2021-01-19,Product C,145,61
2021-01-20,Product A,103,43
2021-01-20,Product B,95,5
2021-01-20,Product C,188,70
2021-01-21,Product A,178,63
2021-01-21,Product B,83,45
2021-01-21,Product C,157,9
2021-01-22,Product A,184,1
2021-01-22,Product B,132,69
2021-01-22,Product C,170,16
2021-01-23,Product A,82,0
2021-01-23,Product B,197,35
2021-01-23,Product C,152,57
2021-01-24,Product A,130,84
2021-01-24,Product B,86,6
2021-01-24,Product C,154,20
2021-01-25,Product A,65,50
2021-01-25,Product B,72,75
2021-01-25,Product C,124,77
2021-01-26,Product A,53,9
2021-01-26,Product B,151,64
2021-01-26,Product C,75,20
2021-01-27,Product A,84,3
2021-01-27,Product B,60,49
2021-01-27,Product C,69,66
2021-01-28,Product A,51,8
2021-01-28,Product B,60,81
2021-01-28,Product C,153,77
2021-01-29,Product A,98,50
2021-01-29,Product B,78,91
2021-01-29,Product C,81,12
2021-01-30,Product A,144,9
2021-01-30,Product B,106,22
2021-01-30,Product C,83,74
2021-01-31,Product A,138,60
2021-01-31,Product B,88,15
2021-01-31,Product C,127,31
2021-02-01,Product A,180,7
2021-02-01,Product B,168,26
2021-02-01,Product C,144,64
2021-02-02,Product A,145,69
2021-02-02,Product B,74,50
2021-02-02,Product C,168,90
2021-02-03,Product A,112,31
2021-02-03,Product B,165,98
2021-02-03,Product C,131,18
2021-02-04,Product A,196,64
2021-02-04,Product B,174,93
2021-02-04,Product C,144,21
2021-02-05,Product A,147,72
2021-02-05,Product B,127,52
2021-02-05,Product C,94,55
2021-02-06,Product A,125,37
2021-02-06,Product B,182,51
2021-02-06,Product C,151,37
2021-02-07,Product A,184,97
2021-02-07,Product B,133,26
2021-02-07,Product C,86,17
2021-02-08,Product A,168,13
2021-02-08,Product B,119,64
2021-02-08,Product C,54,86
2021-02-09,Product A,119,45
2021-02-09,Product B,131,60
2021-02-09,Product C,77,20
2021-02-10,Product A,197,7
2021-02-10,Product B,59,8
2021-02-10,Product C,157,74
2021-02-11,Product A,160,66
2021-02-11,Product B,66,30
2021-02-11,Product C,185,98
2021-02-12,Product A,200,2
2021-02-12,Product B,108,57
2021-02-12,Product C,57,16
2021-02-13,Product A,67,26
2021-02-13,Product B,166,21
2021-02-13,Product C,165,53
2021-02-14,Product A,183,34
2021-02-14,Product B,149,0
2021-02-14,Product C,57,32
2021-02-15,Product A,178,49
2021-02-15,Product B,92,23
2021-02-15,Product C,193,11
2021-02-16,Product A,149,40
2021-02-16,Product B,192,51
2021-02-16,Product C,163,9
2021-02-17,Product A,182,64
2021-02-17,Product B,84,32
2021-02-17,Product C,151,94
2021-02-18,Product A,181,37
2021-02-18,Product B,161,58
2021-02-18,Product C,137,36
2021-02-19,Product A,57,24
2021-02-19,Product B,56,46
2021-02-19,Product C,103,6
2021-02-20,Product A,59,14
2021-02-20,Product B,182,2
2021-02-20,Product C,52,54
2021-02-21,Product A,161,25
2021-02-21,Product B,73,82
2021-02-21,Product C,102,60
2021-02-22,Product A,179,51
2021-02-22,Product B,91,99
2021-02-22,Product C,54,57
2021-02-23,Product A,166,39
2021-02-23,Product B,65,93
2021-02-23,Product C,176,36
2021-02-24,Product A,115,38
2021-02-24,Product B,102,96
2021-02-24,Product C,71,74
2021-02-25,Product A,137,2
2021-02-25,Product B,179,73
2021-02-25,Product C,60,70
2021-02-26,Product A,62,69
2021-02-26,Product B,172,33
2021-02-26,Product C,84,68
2021-02-27,Product A,179,2
2021-02-27,Product B,102,75
2021-02-27,Product C,135,27
2021-02-28,Product A,143,22
2021-02-28,Product B,69,73
2021-02-28,Product C,177,94
2021-03-01,Product A,71,32
2021-03-01,Product B,81,89
2021-03-01,Product C,114,30
2021-03-02,Product A,86,25
2021-03-02,Product B,176,45
2021-03-02,Product C,157,21
2021-03-03,Product A,185,89
2021-03-03,Product B,65,89
2021-03-03,Product C,173,35
2021-03-04,Product A,161,21
2021-03-04,Product B,105,2
2021-03-04,Product C,97,90
2021-03-05,Product A,192,16
2021-03-05,Product B,89,59
2021-03-05,Product C,121,79
2021-03-06,Product A,76,34
2021-03-06,Product B,114,55
2021-03-06,Product C,56,16
2021-03-07,Product A,141,90
2021-03-07,Product B,68,51
2021-03-07,Product C,78,34
2021-03-08,Product A,133,33
2021-03-08,Product B,116,11
2021-03-08,Product C,68,29
2021-03-09,Product A,97,76
2021-03-09,Product B,123,60
2021-03-09,Product C,148,75
2021-03-10,Product A,136,85
2021-03-10,Product B,87,57
2021-03-10,Product C,174,72
2021-03-11,Product A,75,71
2021-03-11,Product B,71,59
2021-03-11,Product C,114,5
2021-03-12,Product A,109,17
2021-03-12,Product B,96,50
2021-03-12,Product C,70,32
2021-03-13,Product A,146,74
2021-03-13,Product B,126,81
2021-03-13,Product C,100,37
2021-03-14,Product A,186,81
2021-03-14,Product B,149,45
2021-03-14,Product C,109,53
2021-03-15,Product A,87,64
2021-03-15,Product B,125,87
2021-03-15,Product C,149,78
2021-03-16,Product A,166,64
2021-03-16,Product B,163,39
2021-03-16,Product C,119,72
2021-03-17,Product A,89,53
2021-03-17,Product B,86,1
2021-03-17,Product C,56,73
2021-03-18,Product A,70,34
2021-03-18,Product B,150,51
2021-03-18,Product C,103,44
2021-03-19,Product A,175,19
2021-03-19,Product B,179,92
2021-03-19,Product C,200,78
2021-03-20,Product A,167,50
2021-03-20,Product B,102,81
2021-03-20,Product C,184,33
2021-03-21,Product A,165,16
2021-03-21,Product B,56,20
2021-03-21,Product C,159,33
2021-03-22,Product A,69,76
2021-03-22,Product B,134,82
2021-03-22,Product C,106,76
2021-03-23,Product A,190,91
2021-03-23,Product B,174,85
2021-03-23,Product C,109,54
2021-03-24,Product A,108,57
2021-03-24,Product B,61,17
2021-03-24,Product C,60,16
2021-03-25,Product A,129,95
2021-03-25,Product B,156,5
2021-03-25,Product C,177,29
2021-03-26,Product A,81,61
2021-03-26,Product B,109,76
2021-03-26,Product C,188,48
2021-03-27,Product A,97,0
2021-03-27,Product B,114,97
2021-03-27,Product C,109,56
2021-03-28,Product A,70,91
2021-03-28,Product B,116,63
2021-03-28,Product C,181,48
2021-03-29,Product A,120,0
2021-03-29,Product B,177,32
2021-03-29,Product C,54,5
2021-03-30,Product A,66,1
2021-03-30,Product B,193,52
2021-03-30,Product C,62,16
2021-03-31,Product A,117,9
2021-03-31,Product B,94,54
2021-03-31,Product C,101,33
2021-04-01,Product A,112,99
2021-04-01,Product B,110,26
2021-04-01,Product C,144,16
2021-04-02,Product A,94,76
2021-04-02,Product B,157,69
2021-04-02,Product C,167,68
2021-04-03,Product A,178,51
2021-04-03,Product B,118,61
2021-04-03,Product C,73,9
2021-04-04,Product A,120,43
2021-04-04,Product B,185,7
2021-04-04,Product C,181,66
2021-04-05,Product A,117,4
2021-04-05,Product B,65,15
2021-04-05,Product C,64,58
2021-04-06,Product A,195,44
2021-04-06,Product B,128,55
2021-04-06,Product C,181,8
2021-04-07,Product A,185,34
2021-04-07,Product B,153,52
2021-04-07,Product C,141,3
2021-04-08,Product A,70,76
2021-04-08,Product B,73,39
2021-04-08,Product C,51,17
2021-04-09,Product A,82,62
2021-04-09,Product B,184,26
2021-04-09,Product C,178,34
2021-04-10,Product A,69,97
2021-04-10,Product B,117,37
2021-04-10,Product C,106,63
2021-04-11,Product A,131,1
2021-04-11,Product B,69,35
2021-04-11,Product C,176,33
2021-04-12,Product A,157,52
2021-04-12,Product B,198,51
2021-04-12,Product C,89,19
2021-04-13,Product A,141,48
2021-04-13,Product B,177,3
2021-04-13,Product C,98,42
2021-04-14,Product A,184,89
2021-04-14,Product B,175,37
2021-04-14,Product C,124,39
2021-04-15,Product A,67,14
2021-04-15,Product B,166,6
2021-04-15,Product C,60,55
2021-04-16,Product A,200,30
2021-04-16,Product B,188,45
2021-04-16,Product C,187,88
2021-04-17,Product A,177,28
2021-04-17,Product B,196,16
2021-04-17,Product C,81,8
2021-04-18,Product A,72,32
2021-04-18,Product B,162,76
2021-04-18,Product C,198,3
2021-04-19,Product A,177,48
2021-04-19,Product B,178,39
2021-04-19,Product C,130,59
2021-04-20,Product A,93,26
2021-04-20,Product B,183,91
2021-04-20,Product C,154,16
2021-04-21,Product A,192,80
2021-04-21,Product B,142,97
2021-04-21,Product C,170,51
2021-04-22,Product A,85,72
2021-04-22,Product B,109,34
2021-04-22,Product C,76,77
2021-04-23,Product A,129,81
2021-04-23,Product B,83,84
2021-04-23,Product C,153,23
2021-04-24,Product A,131,74
2021-04-24,Product B,149,94
2021-04-24,Product C,162,49
2021-04-25,Product A,116,20
2021-04-25,Product B,86,91
2021-04-25,Product C,160,83
2021-04-26,Product A,112,24
2021-04-26,Product B,61,5
2021-04-26,Product C,172,57
2021-04-27,Product A,199,82
2021-04-27,Product B,167,53
2021-04-27,Product C,131,85
2021-04-28,Product A,180,10
2021-04-28,Product B,167,7
2021-04-28,Product C,190,19
2021-04-29,Product A,175,62
2021-04-29,Product B,145,19
2021-04-29,Product C,140,88
2021-04-30,Product A,77,20
2021-04-30,Product B,50,22
2021-04-30,Product C,165,84
2021-05-01,Product A,104,48
2021-05-01,Product B,70,0
2021-05-01,Product C,135,16
2021-05-02,Product A,116,16
2021-05-02,Product B,166,21
2021-05-02,Product C,60,68
2021-05-03,Product A,147,55
2021-05-03,Product B,84,47
2021-05-03,Product C,92,66
2021-05-04,Product A,107,1
2021-05-04,Product B,72,48
2021-05-04,Product C,179,27
2021-05-05,Product A,90,7
2021-05-05,Product B,132,94
2021-05-05,Product C,160,33
2021-05-06,Product A,118,32
2021-05-06,Product B,176,64
2021-05-06,Product C,84,3
2021-05-07,Product A,91,63
2021-05-07,Product B,64,49
2021-05-07,Product C,141,68
2021-05-08,Product A,82,98
2021-05-08,Product B,199,8
2021-05-08,Product C,164,27
2021-05-09,Product A,187,84
2021-05-09,Product B,100,39
2021-05-09,Product C,67,99
2021-05-10,Product A,96,26
2021-05-10,Product B,87,8
2021-05-10,Product C,156,30
2021-05-11,Product A,112,6
2021-05-11,Product B,54,95
2021-05-11,Product C,115,30
2021-05-12,Product A,144,65
2021-05-12,Product B,127,16
2021-05-12,Product C,171,77
2021-05-13,Product A,137,28
2021-05-13,Product B,147,58
2021-05-13,Product C,169,90
2021-05-14,Product A,77,80
2021-05-14,Product B,126,73
2021-05-14,Product C,95,70
2021-05-15,Product A,144,23
2021-05-15,Product B,147,28
2021-05-15,Product C,135,29
2021-05-16,Product A,73,27
2021-05-16,Product B,91,96
2021-05-16,Product C,130,99
2021-05-17,Product A,140,92
2021-05-17,Product B,191,7
2021-05-17,Product C,75,94
2021-05-18,Product A,164,69
2021-05-18,Product B,155,64
2021-05-18,Product C,194,4
2021-05-19,Product A,139,54
2021-05-19,Product B,197,51
2021-05-19,Product C,193,39
2021-05-20,Product A,113,95
2021-05-20,Product B,162,43
2021-05-20,Product C,79,40
2021-05-21,Product A,172,11
2021-05-21,Product B,163,53
2021-05-21,Product C,137,42
2021-05-22,Product A,198,41
2021-05-22,Product B,64,77
2021-05-22,Product C,152,19
2021-05-23,Product A,171,55
2021-05-23,Product B,195,93
2021-05-23,Product C,83,49
2021-05-24,Product A,137,24
2021-05-24,Product B,132,64
2021-05-24,Product C,191,2
2021-05-25,Product A,170,39
2021-05-25,Product B,64,91
2021-05-25,Product C,148,11
2021-05-26,Product A,58,94
2021-05-26,Product B,61,2
2021-05-26,Product C,183,19
2021-05-27,Product A,149,76
2021-05-27,Product B,95,81
2021-05-27,Product C,151,21
2021-05-28,Product A,89,34
2021-05-28,Product B,101,9
2021-05-28,Product C,119,44
2021-05-29,Product A,127,20
2021-05-29,Product B,139,97
2021-05-29,Product C,171,23
2021-05-30,Product A,97,96
2021-05-30,Product B,140,59
2021-05-30,Product C,165,82
2021-05-31,Product A,94,1
2021-05-31,Product B,71,49
2021-05-31,Product C,159,55
2021-06-01,Product A,120,41
2021-06-01,Product B,63,51
2021-06-01,Product C,54,98
2021-06-02,Product A,59,52
2021-06-02,Product B,148,93
2021-06-02,Product C,148,11
2021-06-03,Product A,149,3
2021-06-03,Product B,136,35
2021-06-03,Product C,71,77
2021-06-04,Product A,106,16
2021-06-04,Product B,153,34
2021-06-04,Product C,98,10
2021-06-05,Product A,166,70
2021-06-05,Product B,168,18
2021-06-05,Product C,200,34
2021-06-06,Product A,140,12
2021-06-06,Product B,183,47
2021-06-06,Product C,159,26
2021-06-07,Product A,183,90
2021-06-07,Product B,130,34
2021-06-07,Product C,200,27
2021-06-08,Product A,103,88
2021-06-08,Product B,110,71
2021-06-08,Product C,84,19
2021-06-09,Product A,189,74
2021-06-09,Product B,64,95
2021-06-09,Product C,153,12
2021-06-10,Product A,102,95
2021-06-10,Product B,104,42
2021-06-10,Product C,162,6
2021-06-11,Product A,61,75
2021-06-11,Product B,157,38
2021-06-11,Product C,125,32
2021-06-12,Product A,85,56
2021-06-12,Product B,174,78
2021-06-12,Product C,72,30
2021-06-13,Product A,133,93
2021-06-13,Product B,72,79
2021-06-13,Product C,73,31
2021-06-14,Product A,50,42
2021-06-14,Product B,61,20
2021-06-14,Product C,109,22
2021-06-15,Product A,174,23
2021-06-15,Product B,178,98
2021-06-15,Product C,107,88
2021-06-16,Product A,51,9
2021-06-16,Product B,179,38
2021-06-16,Product C,178,65
2021-06-17,Product A,195,15
2021-06-17,Product B,76,10
2021-06-17,Product C,69,66
2021-06-18,Product A,150,60
2021-06-18,Product B,180,19
2021-06-18,Product C,98,62
2021-06-19,Product A,190,6
2021-06-19,Product B,117,40
2021-06-19,Product C,176,90
2021-06-20,Product A,77,29
2021-06-20,Product B,122,88
2021-06-20,Product C,181,3
2021-06-21,Product A,123,81
2021-06-21,Product B,137,26
2021-06-21,Product C,112,87
2021-06-22,Product A,117,1
2021-06-22,Product B,69,17
2021-06-22,Product C,131,53
2021-06-23,Product A,129,31
2021-06-23,Product B,181,28
2021-06-23,Product C,98,80
2021-06-24,Product A,59,38
2021-06-24,Product B,115,67
2021-06-24,Product C,175,57
2021-06-25,Product A,178,46
2021-06-25,Product B,93,53
2021-06-25,Product C,179,87
2021-06-26,Product A,73,93
2021-06-26,Product B,53,70
2021-06-26,Product C,192,63
2021-06-27,Product A,195,91
2021-06-27,Product B,50,40
2021-06-27,Product C,152,23
2021-06-28,Product A,135,29
2021-06-28,Product B,126,77
2021-06-28,Product C,76,27
2021-06-29,Product A,149,68
2021-06-29,Product B,166,98
2021-06-29,Product C,196,63
2021-06-30,Product A,197,79
2021-06-30,Product B,125,89
2021-06-30,Product C,73,86
2021-07-01,Product A,144,45
2021-07-01,Product B,196,86
2021-07-01,Product C,176,62
2021-07-02,Product A,163,91
2021-07-02,Product B,193,60
2021-07-02,Product C,159,49
2021-07-03,Product A,112,17
2021-07-03,Product B,122,51
2021-07-03,Product C,85,38
2021-07-04,Product A,114,4
2021-07-04,Product B,99,36
2021-07-04,Product C,164,3
2021-07-05,Product A,84,99
2021-07-05,Product B,146,80
2021-07-05,Product C,123,92
2021-07-06,Product A,174,75
2021-07-06,Product B,188,43
2021-07-06,Product C,72,90
2021-07-07,Product A,172,93
2021-07-07,Product B,155,56
2021-07-07,Product C,102,85
2021-07-08,Product A,60,6
2021-07-08,Product B,176,81
2021-07-08,Product C,200,48
2021-07-09,Product A,176,90
2021-07-09,Product B,194,4
2021-07-09,Product C,60,91
2021-07-10,Product A,53,79
2021-07-10,Product B,60,26
2021-07-10,Product C,104,95
2021-07-11,Product A,72,50
2021-07-11,Product B,147,2
2021-07-11,Product C,51,61
2021-07-12,Product A,88,40
2021-07-12,Product B,147,6
2021-07-12,Product C,75,41
2021-07-13,Product A,154,9
2021-07-13,Product B,56,4
2021-07-13,Product C,63,46
2021-07-14,Product A,194,24
2021-07-14,Product B,109,85
2021-07-14,Product C,76,29
2021-07-15,Product A,144,16
2021-07-15,Product B,146,28
2021-07-15,Product C,50,1
2021-07-16,Product A,188,68
2021-07-16,Product B,162,7
2021-07-16,Product C,149,64
2021-07-17,Product A,85,70
2021-07-17,Product B,148,58
2021-07-17,Product C,68,12
2021-07-18,Product A,119,15
2021-07-18,Product B,143,42
2021-07-18,Product C,190,32
2021-07-19,Product A,131,24
2021-07-19,Product B,103,6
2021-07-19,Product C,62,72
2021-07-20,Product A,158,99
2021-07-20,Product B,115,48
